athlete_id,session_id,sensor_id,timestamp_s,distance_cm,time_to_wall_s,speed_mps,pace_s_per_25m,th_early_cm,th_urgent_cm,th_safety_cm,safe_class,optimal_threshold_cm
A007,S012,SENS04,266,939.4,7.62,1.233,20.27,213.8,119.2,75.9,Safe,98.9
A007,S012,SENS04,267,816.7,6.66,1.227,20.38,214.1,126.2,57.6,Safe,92.0
A007,S012,SENS04,268,684.9,5.13,1.336,18.71,185.4,142.2,71.5,Safe,106.3
A007,S012,SENS04,269,560.8,4.36,1.287,19.42,209.8,143.5,64.0,Safe,106.1
A007,S012,SENS04,270,424.6,3.14,1.352,18.5,212.4,137.6,62.6,Safe,97.5
A007,S012,SENS04,271,285.1,2.1,1.357,18.42,200.3,113.0,69.4,Safe,88.4
A007,S012,SENS04,272,159.3,1.22,1.307,19.13,191.5,128.1,73.3,Warning,102.3
A007,S012,SENS04,273,30.1,0.23,1.323,18.9,191.4,141.9,74.2,Urgent,107.6
A007,S012,SENS04,274,2401.3,19.35,1.241,20.15,204.7,115.8,72.5,Safe,90.4
A007,S012,SENS04,275,2281.6,18.64,1.224,20.42,211.6,121.3,73.2,Safe,97.6
A007,S012,SENS04,276,2146.5,16.32,1.315,19.01,208.1,127.9,56.4,Safe,91.7
A007,S012,SENS04,277,2015.8,15.45,1.305,19.16,212.0,110.4,64.6,Safe,87.1
A007,S012,SENS04,278,1891.5,14.62,1.293,19.33,205.4,138.2,64.7,Safe,102.0
A007,S012,SENS04,279,1767.0,14.01,1.261,19.82,195.4,132.1,66.2,Safe,98.2
A007,S012,SENS04,280,1653.8,13.94,1.186,21.08,214.8,141.5,59.7,Safe,100.6
A007,S012,SENS04,281,1523.7,11.63,1.311,19.07,185.9,135.4,78.3,Safe,105.3
A007,S012,SENS04,282,1412.0,12.02,1.175,21.28,205.3,121.8,62.1,Safe,92.6
A007,S012,SENS04,283,1295.9,10.82,1.197,20.88,208.1,120.4,62.7,Safe,90.7
A007,S012,SENS04,284,1175.2,9.35,1.256,19.9,202.4,143.6,58.9,Safe,101.7
A007,S012,SENS04,285,1067.5,9.48,1.126,22.2,206.5,140.4,77.2,Safe,106.7
A007,S012,SENS04,286,951.1,8.35,1.14,21.94,194.7,143.8,74.7,Safe,111.2
A007,S012,SENS04,287,828.9,6.89,1.203,20.78,201.8,143.6,73.2,Safe,111.1
A007,S012,SENS04,288,707.4,5.7,1.242,20.13,198.8,116.2,63.9,Safe,89.8
A007,S012,SENS04,289,571.0,4.36,1.311,19.07,211.4,136.5,71.4,Safe,102.9
A007,S012,SENS04,290,457.3,3.91,1.168,21.4,199.4,122.0,67.2,Safe,94.9
A007,S012,SENS04,291,337.1,2.88,1.17,21.36,198.4,118.5,71.6,Safe,96.1
A007,S012,SENS04,292,225.9,1.97,1.145,21.83,208.8,124.6,75.6,Safe,98.1
A007,S012,SENS04,293,107.9,0.9,1.202,20.8,190.2,115.3,73.3,Warning,93.1
A007,S012,SENS04,294,2473.9,18.64,1.327,18.84,185.7,110.4,64.7,Safe,89.7
A007,S012,SENS04,295,2356.6,20.84,1.131,22.1,208.5,122.2,77.5,Safe,101.3
A007,S012,SENS04,296,2227.3,17.83,1.249,20.01,188.4,128.3,64.2,Safe,92.4
A007,S012,SENS04,297,2103.6,17.73,1.187,21.07,194.8,116.0,58.2,Safe,86.5
A007,S012,SENS04,298,1980.1,16.58,1.195,20.93,197.2,131.8,65.3,Safe,97.3
A007,S012,SENS04,299,1856.2,14.96,1.241,20.15,192.7,111.5,64.8,Safe,87.9
A007,S012,SENS04,300,1736.8,15.03,1.155,21.64,205.9,114.0,76.8,Safe,93.5
A007,S012,SENS04,301,1617.3,13.02,1.242,20.13,214.9,137.1,68.9,Safe,104.0
A007,S012,SENS04,302,1501.7,12.84,1.17,21.37,212.6,119.4,70.9,Safe,96.7
A007,S012,SENS04,303,1375.5,11.2,1.228,20.36,214.2,128.9,76.5,Safe,103.6
A007,S012,SENS04,304,1253.4,10.39,1.207,20.72,197.1,135.6,76.7,Safe,104.3
A007,S012,SENS04,305,1122.1,8.97,1.251,19.99,199.4,122.8,70.0,Safe,97.7
A007,S012,SENS04,306,991.0,7.81,1.269,19.71,185.7,135.8,70.2,Safe,101.9
A007,S012,SENS04,307,868.1,7.1,1.222,20.45,205.7,144.0,60.9,Safe,102.9
A007,S012,SENS04,308,748.4,6.33,1.181,21.16,186.9,136.2,74.7,Safe,104.2
A007,S012,SENS04,309,632.0,5.52,1.145,21.83,186.8,137.9,61.8,Safe,95.2
A007,S012,SENS04,310,501.7,4.03,1.245,20.09,207.7,111.6,65.1,Safe,87.6
A007,S012,SENS04,311,376.6,3.08,1.224,20.42,186.6,110.8,71.4,Safe,89.9
A007,S012,SENS04,312,249.4,2.03,1.226,20.39,195.1,119.0,61.3,Safe,88.4
A007,S012,SENS04,313,135.8,1.14,1.189,21.03,192.5,126.7,69.4,Warning,96.8
A007,S012,SENS04,314,9.4,0.08,1.215,20.57,201.3,120.1,64.9,Urgent,92.1
A007,S012,SENS04,315,2377.2,18.32,1.298,19.27,187.1,125.8,67.0,Safe,96.8
A007,S012,SENS04,316,2263.2,19.58,1.156,21.63,208.1,127.8,67.9,Safe,101.3
A007,S012,SENS04,317,2146.1,17.66,1.215,20.57,211.5,137.7,67.6,Safe,104.0
A007,S012,SENS04,318,2024.9,16.7,1.212,20.62,201.9,120.7,63.1,Safe,90.4
A007,S012,SENS04,319,1894.0,14.69,1.289,19.39,189.0,112.9,60.7,Safe,87.4
A007,S012,SENS04,320,1768.5,14.41,1.227,20.37,197.5,119.4,73.7,Safe,97.7
A007,S012,SENS04,321,1644.1,12.77,1.287,19.42,198.3,141.1,56.7,Safe,98.4
A007,S012,SENS04,322,1520.9,12.57,1.21,20.66,211.6,137.3,67.7,Safe,102.1
A007,S012,SENS04,323,1411.5,12.79,1.104,22.65,202.0,115.9,66.0,Safe,90.2
A007,S012,SENS04,324,1293.6,10.94,1.183,21.13,203.5,110.9,61.4,Safe,86.1
A007,S012,SENS04,325,1160.5,9.0,1.29,19.38,213.0,111.0,63.4,Safe,86.0
A007,S012,SENS04,326,1045.0,8.84,1.182,21.14,194.7,123.7,72.8,Safe,96.1
A007,S012,SENS04,327,929.9,7.91,1.175,21.28,200.3,137.3,63.7,Safe,97.2
A007,S012,SENS04,328,803.6,6.52,1.232,20.29,197.9,128.5,65.2,Safe,93.8
A007,S012,SENS04,329,678.7,5.69,1.192,20.96,213.3,142.8,59.6,Safe,100.1
A007,S012,SENS04,330,558.6,4.63,1.206,20.73,191.7,121.2,78.8,Safe,101.1
A007,S012,SENS04,331,438.1,3.62,1.209,20.69,201.1,137.3,79.0,Safe,108.4
A007,S012,SENS04,332,302.3,2.28,1.328,18.83,187.8,114.5,75.0,Safe,93.1
A007,S012,SENS04,333,179.5,1.52,1.178,21.22,204.5,126.8,55.4,Warning,95.2
A007,S012,SENS04,334,47.0,0.37,1.262,19.81,193.4,129.3,66.2,Urgent,97.7
A007,S012,SENS04,335,2429.9,19.99,1.216,20.56,201.2,141.4,73.5,Safe,106.7
A007,S012,SENS04,336,2304.1,18.6,1.239,20.18,202.6,139.5,67.2,Safe,105.4
A007,S012,SENS04,337,2177.5,17.85,1.22,20.49,189.7,144.1,77.8,Safe,112.8
A007,S012,SENS04,338,2060.2,17.83,1.155,21.64,214.0,113.6,55.5,Safe,86.7
A007,S012,SENS04,339,1941.1,16.5,1.177,21.25,190.0,115.8,72.0,Safe,93.9
A007,S012,SENS04,340,1815.2,13.97,1.3,19.23,198.1,144.2,78.3,Safe,111.3
A007,S012,SENS04,341,1688.7,13.71,1.232,20.3,195.9,110.9,66.4,Safe,90.2
A007,S012,SENS04,342,1563.8,11.99,1.305,19.16,185.3,116.8,57.5,Safe,87.5
A007,S012,SENS04,343,1440.0,12.19,1.181,21.16,198.4,139.7,61.5,Safe,100.4
A007,S012,SENS04,344,1309.4,10.14,1.292,19.36,214.5,111.6,69.3,Safe,89.4
A007,S012,SENS04,345,1185.5,9.82,1.207,20.71,211.2,128.4,77.4,Safe,102.0
A007,S012,SENS04,346,1057.3,8.62,1.227,20.38,193.4,117.1,74.9,Safe,95.8
A007,S012,SENS04,347,936.1,7.5,1.249,20.02,209.1,119.2,61.9,Safe,96.2
A007,S012,SENS04,348,819.5,6.81,1.204,20.77,195.6,122.2,79.1,Safe,100.6
A007,S012,SENS04,349,696.1,5.76,1.209,20.68,199.3,141.9,63.6,Safe,99.3
A007,S012,SENS04,350,570.4,4.74,1.204,20.77,193.8,141.6,64.2,Safe,104.3
A007,S012,SENS04,351,457.2,3.85,1.187,21.06,190.5,122.6,65.7,Safe,90.6
A007,S012,SENS04,352,327.1,2.63,1.245,20.08,213.9,114.9,68.1,Safe,93.6
A007,S012,SENS04,353,206.0,1.67,1.236,20.23,197.6,140.4,75.6,Safe,104.7
A007,S012,SENS04,354,81.0,0.63,1.287,19.43,195.9,133.4,68.4,Urgent,103.9
A007,S012,SENS04,355,2462.5,20.17,1.221,20.47,193.3,136.8,70.8,Safe,104.4
A007,S012,SENS04,356,2350.0,20.29,1.158,21.58,189.6,118.3,68.3,Safe,92.3
A007,S012,SENS04,357,2223.3,17.88,1.244,20.1,199.3,118.9,58.9,Safe,86.8
A007,S012,SENS04,358,2098.0,17.17,1.222,20.46,186.0,129.6,75.8,Safe,101.7
A007,S012,SENS04,359,1987.2,17.1,1.162,21.51,204.1,142.0,61.8,Safe,103.2
A007,S012,SENS04,360,1865.6,14.97,1.246,20.06,206.6,124.9,63.9,Safe,98.4
A007,S012,SENS04,361,1742.1,14.33,1.216,20.57,195.3,110.8,73.5,Safe,94.3
A007,S012,SENS04,362,1615.8,12.8,1.262,19.81,202.6,134.0,78.1,Safe,106.8
A007,S012,SENS04,363,1493.3,12.19,1.225,20.41,197.3,139.6,72.1,Safe,109.1
A007,S012,SENS04,364,1363.7,10.83,1.259,19.86,194.3,121.0,78.0,Safe,101.2
A007,S012,SENS04,365,1247.8,10.29,1.213,20.62,207.9,128.1,64.0,Safe,94.4
A007,S012,SENS04,366,1131.6,9.63,1.175,21.28,214.4,119.2,68.4,Safe,92.8
A007,S012,SENS04,367,1000.9,7.84,1.277,19.58,208.2,138.4,67.0,Safe,104.2
A007,S012,SENS04,368,879.1,7.12,1.235,20.24,203.3,121.1,78.4,Safe,98.5
A007,S012,SENS04,369,752.7,6.19,1.217,20.55,212.8,143.8,69.0,Safe,107.1
A007,S012,SENS04,370,628.0,5.03,1.247,20.04,200.0,112.1,78.7,Safe,91.6
A007,S012,SENS04,371,506.0,4.03,1.257,19.89,198.8,143.8,62.0,Safe,100.4
A007,S012,SENS04,372,385.1,3.25,1.187,21.07,186.3,124.7,69.2,Safe,98.7
A007,S012,SENS04,373,256.7,2.04,1.256,19.9,192.1,140.8,65.6,Safe,99.4
A007,S012,SENS04,374,123.8,0.93,1.333,18.75,185.9,143.2,76.0,Warning,111.3
A007,S012,SENS04,375,2.1,0.02,1.272,19.66,206.1,115.8,76.6,Urgent,95.9
A007,S012,SENS04,376,2379.3,18.76,1.268,19.72,193.0,124.5,74.0,Safe,99.3
A007,S012,SENS04,377,2258.9,18.64,1.212,20.63,187.6,127.0,77.2,Safe,102.2
A007,S012,SENS04,378,2149.1,19.43,1.106,22.61,197.2,139.4,58.0,Safe,95.9
A007,S012,SENS04,379,2023.4,15.7,1.288,19.4,206.0,116.8,57.7,Safe,87.5
A007,S012,SENS04,380,1906.2,15.51,1.229,20.34,192.3,128.4,71.5,Safe,101.6
A007,S012,SENS04,381,1779.7,14.38,1.237,20.2,206.5,126.7,79.2,Safe,100.6
A007,S012,SENS04,382,1658.6,13.78,1.204,20.77,197.9,118.5,68.2,Safe,94.2
A007,S012,SENS04,383,1528.9,12.15,1.258,19.87,200.5,122.0,66.7,Safe,96.1
A007,S012,SENS04,384,1411.0,11.77,1.199,20.86,189.5,129.7,70.4,Safe,101.0
A007,S012,SENS04,385,1292.9,10.63,1.216,20.56,193.8,126.6,57.6,Safe,91.5
A007,S012,SENS04,386,1173.0,10.26,1.143,21.87,210.1,132.4,64.8,Safe,99.3
A007,S012,SENS04,387,1055.3,8.86,1.192,20.98,201.7,119.6,76.0,Safe,99.9
A007,S012,SENS04,388,935.4,7.75,1.207,20.71,195.8,139.9,76.7,Safe,108.8
A007,S012,SENS04,389,807.8,6.62,1.221,20.47,189.1,117.0,73.4,Safe,96.3
A007,S012,SENS04,390,686.6,5.87,1.17,21.37,207.9,110.5,63.4,Safe,88.1
A007,S012,SENS04,391,555.4,4.3,1.292,19.35,206.7,139.7,67.4,Safe,101.2
A007,S012,SENS04,392,440.1,3.67,1.198,20.86,212.9,124.7,59.3,Safe,93.2
A007,S012,SENS04,393,316.7,2.46,1.286,19.44,187.3,141.3,56.3,Safe,97.8
A007,S012,SENS04,394,197.8,1.61,1.23,20.33,202.0,133.2,66.6,Warning,99.1
A007,S012,SENS04,395,83.9,0.74,1.139,21.95,199.1,123.4,67.3,Urgent,93.3
A007,S012,SENS04,396,2445.9,18.34,1.333,18.75,210.0,116.0,68.3,Safe,89.8
A007,S012,SENS04,397,2327.9,19.57,1.189,21.02,214.4,120.1,56.4,Safe,88.3
A007,S012,SENS04,398,2218.1,19.76,1.123,22.27,213.5,118.7,60.1,Safe,87.0
A007,S012,SENS04,399,2096.9,17.14,1.223,20.44,209.0,141.6,62.7,Safe,100.6
A007,S012,SENS04,400,1977.6,16.05,1.232,20.29,200.0,110.4,62.6,Safe,87.6
A007,S012,SENS04,401,1855.1,15.49,1.198,20.88,207.1,124.2,68.2,Safe,95.5
A007,S012,SENS04,402,1733.2,14.54,1.192,20.97,195.4,141.4,79.7,Safe,111.0
A008,S013,SENS03,1,2382.9,20.02,1.19,21.0,193.3,120.9,59.9,Safe,87.1
A008,S013,SENS03,2,2268.5,19.81,1.145,21.83,197.8,122.3,56.6,Safe,89.8
A008,S013,SENS03,3,2168.9,20.76,1.045,23.93,198.9,133.7,58.0,Safe,96.5
A008,S013,SENS03,4,2064.2,19.14,1.078,23.18,210.5,143.0,74.2,Safe,110.4
A008,S013,SENS03,5,1939.9,16.15,1.201,20.82,209.0,113.7,67.8,Safe,88.8
A008,S013,SENS03,6,1824.9,16.28,1.121,22.3,212.1,140.5,60.1,Safe,103.8
A008,S013,SENS03,7,1722.8,16.33,1.055,23.7,190.1,128.2,61.8,Safe,98.9
A008,S013,SENS03,8,1615.4,14.38,1.123,22.26,201.2,128.4,62.2,Safe,97.1
A008,S013,SENS03,9,1497.6,12.64,1.185,21.09,203.0,138.2,69.2,Safe,101.2
A008,S013,SENS03,10,1387.1,12.05,1.151,21.72,214.5,124.8,55.6,Safe,91.9
A008,S013,SENS03,11,1280.1,11.97,1.069,23.38,201.2,134.9,73.8,Safe,105.6
A008,S013,SENS03,12,1165.1,10.41,1.119,22.34,194.9,126.3,76.2,Safe,102.9
A008,S013,SENS03,13,1052.2,9.02,1.167,21.43,198.6,129.0,68.7,Safe,97.9
A008,S013,SENS03,14,944.6,8.38,1.127,22.18,185.2,119.2,68.3,Safe,95.9
A008,S013,SENS03,15,833.9,7.42,1.125,22.23,193.5,111.3,65.6,Safe,89.3
A008,S013,SENS03,16,724.0,6.85,1.057,23.66,208.8,116.8,59.0,Safe,88.1
A008,S013,SENS03,17,614.8,5.64,1.09,22.93,213.3,137.7,60.5,Safe,100.8
A008,S013,SENS03,18,508.6,4.7,1.082,23.1,210.7,122.5,59.6,Safe,91.4
A008,S013,SENS03,19,391.7,3.47,1.127,22.18,185.2,116.0,60.6,Safe,85.2
A008,S013,SENS03,20,275.9,2.47,1.117,22.39,196.8,141.6,58.0,Safe,101.7
A008,S013,SENS03,21,159.7,1.38,1.161,21.54,198.8,117.1,55.1,Warning,89.0
A008,S013,SENS03,22,48.9,0.45,1.099,22.74,189.1,145.0,59.5,Urgent,101.3
A008,S013,SENS03,23,2447.4,23.08,1.061,23.57,196.3,111.5,76.2,Safe,89.3
A008,S013,SENS03,24,2339.6,21.88,1.069,23.38,185.1,137.9,76.9,Safe,108.2
A008,S013,SENS03,25,2232.7,20.0,1.116,22.39,187.7,123.3,65.9,Safe,92.3
A008,S013,SENS03,26,2113.2,17.27,1.224,20.43,201.9,111.1,60.2,Safe,85.4
A008,S013,SENS03,27,1999.0,17.68,1.131,22.11,203.2,125.1,61.4,Safe,91.3
A008,S013,SENS03,28,1882.6,16.08,1.171,21.35,207.7,130.6,56.9,Safe,95.8
A008,S013,SENS03,29,1768.9,14.81,1.195,20.93,188.1,136.0,71.4,Safe,106.2
A008,S013,SENS03,30,1666.1,15.65,1.064,23.49,189.9,141.9,55.6,Safe,98.4
A008,S013,SENS03,31,1551.0,13.84,1.121,22.31,197.4,139.2,76.3,Safe,106.6
A008,S013,SENS03,32,1444.7,13.43,1.076,23.24,194.5,130.9,57.7,Safe,94.6
A008,S013,SENS03,33,1334.7,12.52,1.066,23.45,192.4,126.9,71.5,Safe,99.0
A008,S013,SENS03,34,1227.8,11.11,1.105,22.62,187.6,128.1,74.6,Safe,101.9
A008,S013,SENS03,35,1122.0,10.21,1.099,22.75,185.2,117.3,70.9,Safe,93.6
A008,S013,SENS03,36,1008.8,9.09,1.109,22.53,202.2,116.5,55.1,Safe,87.3
A008,S013,SENS03,37,906.6,8.86,1.023,24.43,206.4,139.1,75.6,Safe,107.3
A008,S013,SENS03,38,798.8,7.13,1.12,22.32,211.7,138.3,60.3,Safe,99.8
A008,S013,SENS03,39,693.8,6.38,1.088,22.98,209.3,129.8,67.7,Safe,100.0
A008,S013,SENS03,40,591.3,5.82,1.017,24.59,191.3,116.2,69.5,Safe,92.5
A008,S013,SENS03,41,487.6,4.73,1.03,24.26,188.2,142.9,74.7,Safe,107.8
A008,S013,SENS03,42,381.9,3.57,1.07,23.36,203.8,131.0,61.6,Safe,97.0
A008,S013,SENS03,43,280.0,2.63,1.067,23.44,201.3,115.1,79.5,Safe,100.2
A008,S013,SENS03,44,172.2,1.62,1.061,23.57,208.5,141.1,75.4,Warning,111.2
A008,S013,SENS03,45,62.4,0.59,1.057,23.66,214.3,125.7,67.7,Urgent,95.5
A008,S013,SENS03,46,2456.1,22.74,1.08,23.14,194.3,135.1,56.6,Safe,93.5
A008,S013,SENS03,47,2339.3,20.99,1.114,22.43,213.8,125.9,69.7,Safe,97.6
A008,S013,SENS03,48,2238.0,21.29,1.051,23.78,213.2,144.5,66.0,Safe,106.3
A008,S013,SENS03,49,2120.2,18.73,1.132,22.09,214.7,139.9,56.9,Safe,95.3
A008,S013,SENS03,50,2020.2,19.84,1.018,24.55,213.8,125.8,76.8,Safe,102.1
A008,S013,SENS03,51,1902.8,16.32,1.166,21.44,211.1,120.6,57.9,Safe,90.2
A008,S013,SENS03,52,1780.4,15.07,1.181,21.17,204.3,114.7,75.2,Safe,97.1
A008,S013,SENS03,53,1673.5,15.91,1.052,23.77,200.6,129.1,71.6,Safe,100.1
A008,S013,SENS03,54,1549.0,12.83,1.207,20.71,186.8,131.0,59.1,Safe,95.7
A008,S013,SENS03,55,1424.4,11.97,1.19,21.01,188.6,130.3,79.2,Safe,106.7
A008,S013,SENS03,56,1304.9,11.17,1.168,21.4,195.8,124.9,56.8,Safe,91.6
A008,S013,SENS03,57,1195.4,11.34,1.054,23.72,196.6,117.9,70.1,Safe,93.2
A008,S013,SENS03,58,1081.7,9.47,1.142,21.89,205.8,138.3,71.0,Safe,106.5
A008,S013,SENS03,59,976.5,9.33,1.046,23.89,191.2,125.4,59.9,Safe,92.6
A008,S013,SENS03,60,866.5,7.83,1.106,22.6,187.4,113.2,63.5,Safe,89.4
A008,S013,SENS03,61,755.3,7.01,1.078,23.2,185.6,116.3,76.3,Safe,95.6
A008,S013,SENS03,62,643.3,5.8,1.108,22.55,198.5,113.2,78.6,Safe,95.0
A008,S013,SENS03,63,518.9,4.38,1.186,21.08,197.6,113.0,73.1,Safe,91.9
A008,S013,SENS03,64,399.6,3.51,1.14,21.93,193.1,140.0,55.9,Safe,98.5
A008,S013,SENS03,65,284.7,2.52,1.13,22.12,206.4,110.2,57.7,Safe,83.1
A008,S013,SENS03,66,187.6,1.87,1.003,24.92,200.8,120.6,64.0,Warning,91.2
A008,S013,SENS03,67,86.3,0.82,1.051,23.79,210.9,114.9,59.3,Urgent,86.2
A008,S013,SENS03,68,2481.0,23.99,1.034,24.17,203.7,139.2,78.3,Safe,107.7
A008,S013,SENS03,69,2377.6,23.13,1.028,24.32,203.7,111.7,71.7,Safe,93.3
A008,S013,SENS03,70,2265.5,20.03,1.131,22.11,210.8,132.3,64.7,Safe,100.4
A008,S013,SENS03,71,2160.7,21.23,1.018,24.56,197.2,142.8,74.9,Safe,107.6
A008,S013,SENS03,72,2055.5,19.07,1.078,23.19,209.4,139.0,62.7,Safe,103.0
A008,S013,SENS03,73,1951.3,17.9,1.09,22.94,192.6,110.7,59.1,Safe,85.2
A008,S013,SENS03,74,1838.0,16.75,1.097,22.79,188.1,133.2,79.7,Safe,107.2
A008,S013,SENS03,75,1740.9,17.25,1.009,24.77,211.6,126.7,68.2,Safe,98.2
A008,S013,SENS03,76,1636.3,15.15,1.08,23.14,186.8,125.6,57.8,Safe,92.4
A008,S013,SENS03,77,1528.8,14.42,1.06,23.58,200.8,113.7,62.2,Safe,85.8
A008,S013,SENS03,78,1422.6,13.73,1.036,24.13,205.2,115.6,78.0,Safe,97.6
A008,S013,SENS03,79,1315.1,12.77,1.03,24.28,188.2,126.3,61.9,Safe,93.9
A008,S013,SENS03,80,1208.4,10.92,1.106,22.6,207.2,129.9,73.3,Safe,102.3
A008,S013,SENS03,81,1105.6,10.87,1.017,24.57,210.3,124.6,58.4,Safe,90.5
A008,S013,SENS03,82,1001.1,9.51,1.052,23.76,214.3,118.1,72.6,Safe,96.5
A008,S013,SENS03,83,891.4,7.96,1.12,22.32,211.4,120.3,69.5,Safe,95.0
A008,S013,SENS03,84,778.9,6.97,1.118,22.37,192.6,117.2,62.8,Safe,90.0
A008,S013,SENS03,85,665.4,5.78,1.151,21.72,199.0,118.8,71.2,Safe,97.4
A008,S013,SENS03,86,557.8,5.37,1.039,24.06,198.7,123.2,66.1,Safe,92.7
A008,S013,SENS03,87,450.7,4.39,1.027,24.34,210.1,135.0,70.8,Safe,104.4
A008,S013,SENS03,88,345.7,3.37,1.026,24.37,206.9,140.8,72.9,Safe,107.0
A008,S013,SENS03,89,237.4,2.08,1.139,21.95,197.7,129.3,64.3,Safe,94.5
A008,S013,SENS03,90,131.9,1.27,1.041,24.01,214.9,140.1,78.4,Warning,110.4
A008,S013,SENS03,91,22.1,0.2,1.122,22.28,205.1,111.0,55.3,Urgent,82.9
A008,S013,SENS03,92,2420.3,23.64,1.024,24.42,186.3,116.4,73.9,Safe,97.2
A008,S013,SENS03,93,2307.7,21.03,1.097,22.78,205.7,128.1,58.0,Safe,94.0
A008,S013,SENS03,94,2200.6,20.79,1.058,23.62,210.7,122.9,62.0,Safe,93.8
A008,S013,SENS03,95,2084.2,17.94,1.162,21.51,213.8,132.4,65.9,Safe,102.9
A008,S013,SENS03,96,1978.8,19.03,1.04,24.05,205.8,140.8,58.3,Safe,102.6
A008,S013,SENS03,97,1875.0,17.57,1.067,23.43,185.5,116.3,65.3,Safe,88.6
A008,S013,SENS03,98,1773.5,17.99,0.986,25.36,190.5,124.9,79.4,Safe,100.4
A008,S013,SENS03,99,1673.8,16.28,1.028,24.32,188.3,132.3,59.8,Safe,91.7
A008,S013,SENS03,100,1568.9,14.32,1.095,22.82,208.6,135.4,69.3,Safe,104.6
A008,S013,SENS03,101,1468.7,14.05,1.045,23.92,206.8,116.6,57.6,Safe,88.0
A008,S013,SENS03,102,1364.7,13.2,1.034,24.17,207.6,143.1,69.2,Safe,108.6
A008,S013,SENS03,103,1262.3,12.39,1.019,24.53,200.9,110.9,74.3,Safe,94.0
A008,S013,SENS03,104,1155.9,10.67,1.083,23.08,208.1,118.0,66.5,Safe,91.8
A008,S013,SENS03,105,1047.4,9.59,1.092,22.9,189.9,125.8,58.5,Safe,95.6
A008,S013,SENS03,106,951.9,9.72,0.979,25.52,195.2,124.1,58.5,Safe,89.7
A008,S013,SENS03,107,852.4,8.22,1.037,24.12,213.7,144.2,66.8,Safe,104.8
A008,S013,SENS03,108,750.0,7.27,1.032,24.22,208.0,123.7,65.9,Safe,94.9
A008,S013,SENS03,109,646.3,6.41,1.008,24.81,212.1,131.3,66.0,Safe,96.6
A008,S013,SENS03,110,536.6,4.94,1.086,23.03,188.3,114.0,68.4,Safe,89.8
A008,S013,SENS03,111,417.3,3.64,1.146,21.81,204.5,133.3,76.2,Safe,103.4
A008,S013,SENS03,112,308.3,2.92,1.058,23.64,198.5,136.4,56.6,Safe,94.6
A008,S013,SENS03,113,209.2,2.2,0.952,26.26,188.6,124.6,58.5,Safe,91.3
A008,S013,SENS03,114,100.1,0.92,1.089,22.96,214.1,131.2,74.8,Warning,105.1
A008,S013,SENS03,115,2495.3,23.7,1.053,23.75,201.1,141.7,59.0,Safe,98.1
A008,S013,SENS03,116,2387.1,22.95,1.04,24.03,210.5,134.7,58.9,Safe,97.3
A008,S013,SENS03,117,2280.4,21.71,1.05,23.8,210.2,122.0,70.6,Safe,94.0
A008,S013,SENS03,118,2173.4,19.51,1.114,22.44,186.9,128.7,66.9,Safe,97.2
A008,S013,SENS03,119,2071.8,19.7,1.052,23.77,202.2,126.3,77.0,Safe,101.8
A008,S013,SENS03,120,1963.0,18.84,1.042,23.99,198.9,116.8,64.7,Safe,90.1
A008,S013,SENS03,121,1855.2,16.67,1.113,22.46,193.9,131.8,71.8,Safe,99.1
A008,S013,SENS03,122,1746.7,15.42,1.133,22.06,187.7,128.1,79.0,Safe,102.0
A008,S013,SENS03,123,1636.0,14.76,1.108,22.56,199.7,130.1,66.0,Safe,99.9
A008,S013,SENS03,124,1534.4,14.59,1.052,23.77,191.8,115.6,56.2,Safe,86.3
A008,S013,SENS03,125,1425.7,13.66,1.044,23.96,202.5,117.4,73.3,Safe,95.7
A008,S013,SENS03,126,1324.6,12.88,1.029,24.3,211.4,110.6,59.8,Safe,84.4
A008,S013,SENS03,127,1217.5,11.6,1.05,23.81,189.5,141.2,78.5,Safe,108.9
A008,S013,SENS03,128,1104.9,10.11,1.093,22.88,191.4,110.1,65.8,Safe,87.8
A008,S013,SENS03,129,998.2,9.78,1.02,24.5,209.9,142.4,72.2,Safe,105.0
A008,S013,SENS03,130,888.9,8.15,1.09,22.93,189.5,143.3,62.3,Safe,103.5
A008,S013,SENS03,131,781.5,7.18,1.088,22.98,197.0,116.6,71.6,Safe,91.4
A008,S013,SENS03,132,683.2,6.73,1.016,24.61,207.2,119.4,69.8,Safe,94.2
A008,S013,SENS03,133,565.1,4.84,1.167,21.42,212.3,138.9,63.8,Safe,103.5
A008,S013,SENS03,134,461.9,4.28,1.08,23.14,204.1,118.3,58.6,Safe,89.6
A008,S013,SENS03,135,357.1,3.25,1.098,22.78,205.6,142.4,63.2,Safe,104.2
A008,S013,SENS03,136,240.4,2.15,1.116,22.4,188.1,117.7,63.6,Safe,90.7
A008,S013,SENS03,137,130.9,1.23,1.063,23.53,192.2,111.0,60.9,Warning,89.4
A008,S013,SENS03,138,25.3,0.24,1.044,23.94,196.9,140.0,75.1,Urgent,105.6
A008,S013,SENS03,139,2411.5,22.12,1.09,22.94,196.4,125.0,66.4,Safe,92.8
A008,S013,SENS03,140,2302.8,20.39,1.129,22.14,202.4,121.7,56.1,Safe,90.4
A008,S013,SENS03,141,2198.9,20.55,1.07,23.37,189.2,129.0,68.9,Safe,98.9
A008,S013,SENS03,142,2099.2,21.26,0.988,25.32,187.2,136.4,65.5,Safe,99.9
A008,S013,SENS03,143,2001.4,20.03,0.999,25.02,192.9,128.0,69.4,Safe,99.4
